content,confidence,start_time,end_time,type,feed
to,1.0,549.12,549.26,pronunciation,201811081029-313400-25641_
the,1.0,549.26,549.6,pronunciation,201811081029-313400-25641_
station,0.904,549.83,550.19,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Not,1.0,550.19,550.39,pronunciation,201811081029-313400-25641_
moving,1.0,550.39,550.83,pronunciation,201811081029-313400-25641_
a,0.9921,550.83,550.94,pronunciation,201811081029-313400-25641_
thirty,1.0,550.94,551.27,pronunciation,201811081029-313400-25641_
eight,0.9985,551.27,551.47,pronunciation,201811081029-313400-25641_
forty,0.373,661.8,662.06,pronunciation,201811081029-313400-25641_
three,0.5178,662.09,662.29,pronunciation,201811081029-313400-25641_
and,0.9617,846.39,846.66,pronunciation,201811081029-313400-25641_
to,0.2447,846.67,846.78,pronunciation,201811081029-313400-25641_
the,0.9961,846.78,846.94,pronunciation,201811081029-313400-25641_
right,0.2057,846.95,847.19,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
And,0.6202,847.19,847.45,pronunciation,201811081029-313400-25641_
somebody,0.998,847.46,847.78,pronunciation,201811081029-313400-25641_
is,0.6369,847.78,847.9,pronunciation,201811081029-313400-25641_
highway,0.658,848.0,848.37,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
And,0.7648,848.37,848.48,pronunciation,201811081029-313400-25641_
we're,0.9507,848.49,848.82,pronunciation,201811081029-313400-25641_
shutting,0.9109,848.95,849.25,pronunciation,201811081029-313400-25641_
down,1.0,849.26,849.48,pronunciation,201811081029-313400-25641_
the,1.0,849.48,849.72,pronunciation,201811081029-313400-25641_
drain,0.1763,849.73,849.97,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Twenty,0.9858,860.317,860.667,pronunciation,201811081029-313400-25641_
nine,0.9571,860.667,860.887,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
He,0.9719,871.777,871.967,pronunciation,201811081029-313400-25641_
goes,1.0,871.967,872.197,pronunciation,201811081029-313400-25641_
up,0.9218,872.197,872.347,pronunciation,201811081029-313400-25641_
in,0.3311,872.347,872.417,pronunciation,201811081029-313400-25641_
people,1.0,872.417,872.647,pronunciation,201811081029-313400-25641_
from,1.0,872.647,872.817,pronunciation,201811081029-313400-25641_
head,0.9588,872.817,872.957,pronunciation,201811081029-313400-25641_
to,0.859,872.967,873.027,pronunciation,201811081029-313400-25641_
tail,0.8256,873.097,873.367,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
One,1.0,888.437,888.637,pronunciation,201811081029-313400-25641_
hundred,1.0,888.637,888.897,pronunciation,201811081029-313400-25641_
seven,0.9292,889.087,889.357,pronunciation,201811081029-313400-25641_
twenty,0.9934,980.55,981.04,pronunciation,201811081029-313400-25641_
nine,0.9934,981.04,981.4,pronunciation,201811081029-313400-25641_
three,0.9909,981.55,981.8,pronunciation,201811081029-313400-25641_
seven,0.704,981.81,982.05,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
I,0.823,982.09,982.21,pronunciation,201811081029-313400-25641_
have,1.0,982.21,982.39,pronunciation,201811081029-313400-25641_
one,1.0,982.39,982.57,pronunciation,201811081029-313400-25641_
hundred,1.0,982.57,982.84,pronunciation,201811081029-313400-25641_
coming,0.9926,982.85,983.15,pronunciation,201811081029-313400-25641_
years,0.3849,983.41,983.68,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
That,0.8317,983.68,983.79,pronunciation,201811081029-313400-25641_
infection,0.9483,983.79,984.27,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Do,0.3652,1128.445,1128.505,pronunciation,201811081029-313400-25641_
you,0.6602,1128.505,1128.565,pronunciation,201811081029-313400-25641_
want,0.6489,1128.565,1128.755,pronunciation,201811081029-313400-25641_
the,0.1503,1131.335,1131.485,pronunciation,201811081029-313400-25641_
ways,0.48,1131.485,1131.775,pronunciation,201811081029-313400-25641_
of,0.1897,1131.775,1131.915,pronunciation,201811081029-313400-25641_
the,0.5177,1131.965,1132.095,pronunciation,201811081029-313400-25641_
area,0.9901,1132.095,1132.415,pronunciation,201811081029-313400-25641_
on,0.9984,1132.415,1132.495,pronunciation,201811081029-313400-25641_
the,0.9927,1132.495,1132.575,pronunciation,201811081029-313400-25641_
bike,0.9242,1132.585,1132.825,pronunciation,201811081029-313400-25641_
path,0.7823,1132.835,1133.175,pronunciation,201811081029-313400-25641_
to,0.4707,1133.305,1133.365,pronunciation,201811081029-313400-25641_
becoming,1.0,1133.965,1134.485,pronunciation,201811081029-313400-25641_
a,0.4811,1134.495,1134.525,pronunciation,201811081029-313400-25641_
person,0.5799,1134.535,1135.105,pronunciation,201811081029-313400-25641_
?,,nan,nan,punctuation,201811081029-313400-25641_
BANGOR,1.0,1136.765,1137.185,pronunciation,201811081029-313400-25641_
Palabras,0.3255,1137.345,1137.815,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Nothing,0.996,1138.335,1138.755,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Directions,0.9311,1142.235,1143.005,pronunciation,201811081029-313400-25641_
Otherwise,1.0,1143.015,1143.475,pronunciation,201811081029-313400-25641_
unable,0.6485,1143.735,1144.085,pronunciation,201811081029-313400-25641_
to,0.9998,1144.085,1144.145,pronunciation,201811081029-313400-25641_
locate,0.9882,1144.145,1144.565,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
The,0.9997,1147.315,1147.435,pronunciation,201811081029-313400-25641_
only,1.0,1147.435,1147.655,pronunciation,201811081029-313400-25641_
thing,1.0,1147.655,1147.825,pronunciation,201811081029-313400-25641_
we,1.0,1147.825,1147.965,pronunciation,201811081029-313400-25641_
have,1.0,1147.965,1148.305,pronunciation,201811081029-313400-25641_
is,1.0,1148.305,1148.495,pronunciation,201811081029-313400-25641_
on,0.9973,1148.495,1148.705,pronunciation,201811081029-313400-25641_
the,0.9981,1148.705,1148.795,pronunciation,201811081029-313400-25641_
bike,0.9223,1148.805,1149.005,pronunciation,201811081029-313400-25641_
path,0.5177,1149.015,1149.375,pronunciation,201811081029-313400-25641_
close,0.9997,1149.385,1149.835,pronunciation,201811081029-313400-25641_
to,1.0,1149.845,1149.955,pronunciation,201811081029-313400-25641_
the,0.9903,1149.955,1150.095,pronunciation,201811081029-313400-25641_
bridge,1.0,1150.105,1150.485,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
And,0.9966,1151.375,1151.575,pronunciation,201811081029-313400-25641_
this,0.4224,1151.575,1151.775,pronunciation,201811081029-313400-25641_
effect,0.6553,1151.775,1152.195,pronunciation,201811081029-313400-25641_
was,1.0,1152.205,1152.495,pronunciation,201811081029-313400-25641_
not,1.0,1152.505,1152.785,pronunciation,201811081029-313400-25641_
moving,1.0,1152.785,1153.185,pronunciation,201811081029-313400-25641_
but,0.9971,1153.185,1153.325,pronunciation,201811081029-313400-25641_
appear,0.8261,1153.325,1153.585,pronunciation,201811081029-313400-25641_
to,1.0,1153.585,1153.665,pronunciation,201811081029-313400-25641_
be,1.0,1153.675,1153.805,pronunciation,201811081029-313400-25641_
breathing,1.0,1153.815,1154.275,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
I,0.9975,1154.275,1154.305,pronunciation,201811081029-313400-25641_
have,0.9975,1154.305,1154.435,pronunciation,201811081029-313400-25641_
no,1.0,1154.435,1154.595,pronunciation,201811081029-313400-25641_
further,1.0,1154.605,1154.845,pronunciation,201811081029-313400-25641_
information,1.0,1154.845,1155.525,pronunciation,201811081029-313400-25641_
and,1.0,1155.525,1155.675,pronunciation,201811081029-313400-25641_
no,0.738,1155.675,1155.795,pronunciation,201811081029-313400-25641_
number,0.9956,1155.795,1156.055,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
The,0.5609,1156.055,1156.125,pronunciation,201811081029-313400-25641_
call,0.444,1156.125,1156.275,pronunciation,201811081029-313400-25641_
back,0.5039,1156.275,1156.465,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
And,0.9995,1222.522,1222.832,pronunciation,201811081029-313400-25641_
when,0.9558,1222.832,1222.982,pronunciation,201811081029-313400-25641_
I,0.9975,1222.982,1223.092,pronunciation,201811081029-313400-25641_
say,0.4906,1223.092,1223.202,pronunciation,201811081029-313400-25641_
I,0.6945,1223.202,1223.402,pronunciation,201811081029-313400-25641_
can,0.654,1223.412,1223.582,pronunciation,201811081029-313400-25641_
copy,0.9943,1223.582,1223.962,pronunciation,201811081029-313400-25641_
",",,nan,nan,punctuation,201811081029-313400-25641_
we,1.0,1223.962,1224.092,pronunciation,201811081029-313400-25641_
have,1.0,1224.092,1224.272,pronunciation,201811081029-313400-25641_
four,0.4677,1224.472,1224.622,pronunciation,201811081029-313400-25641_
inundated,0.9982,1224.622,1225.152,pronunciation,201811081029-313400-25641_
with,1.0,1225.152,1225.252,pronunciation,201811081029-313400-25641_
my,1.0,1225.252,1225.372,pronunciation,201811081029-313400-25641_
woman,1.0,1225.372,1225.632,pronunciation,201811081029-313400-25641_
calls,1.0,1225.632,1225.852,pronunciation,201811081029-313400-25641_
from,1.0,1225.862,1225.982,pronunciation,201811081029-313400-25641_
this,0.9982,1225.982,1226.092,pronunciation,201811081029-313400-25641_
guy,1.0,1226.102,1226.212,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Are,1.0,1226.212,1226.362,pronunciation,201811081029-313400-25641_
you,1.0,1226.362,1226.512,pronunciation,201811081029-313400-25641_
available,1.0,1226.512,1226.882,pronunciation,201811081029-313400-25641_
from,0.9969,1226.882,1227.272,pronunciation,201811081029-313400-25641_
Alberta,0.4268,1227.302,1227.702,pronunciation,201811081029-313400-25641_
Available,1.0,1233.102,1233.682,pronunciation,201811081029-313400-25641_
for,0.9578,1236.842,1237.242,pronunciation,201811081029-313400-25641_
the,0.9301,1237.242,1237.342,pronunciation,201811081029-313400-25641_
night,0.9395,1237.342,1237.552,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
CHICO,0.9825,1302.672,1303.002,pronunciation,201811081029-313400-25641_
Highway,0.5069,1304.862,1305.292,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Are,0.7296,1305.302,1305.482,pronunciation,201811081029-313400-25641_
we,0.4188,1305.482,1305.602,pronunciation,201811081029-313400-25641_
diverting,0.9706,1305.602,1306.032,pronunciation,201811081029-313400-25641_
a,0.9813,1306.042,1306.332,pronunciation,201811081029-313400-25641_
different,1.0,1306.332,1306.612,pronunciation,201811081029-313400-25641_
direction,0.649,1306.612,1307.032,pronunciation,201811081029-313400-25641_
",",,nan,nan,punctuation,201811081029-313400-25641_
Teo,0.7032,1307.752,1308.982,pronunciation,201811081029-313400-25641_
?,,nan,nan,punctuation,201811081029-313400-25641_
They,1.0,1317.652,1318.282,pronunciation,201811081029-313400-25641_
actually,0.9895,1318.312,1318.752,pronunciation,201811081029-313400-25641_
have,0.9692,1318.752,1318.962,pronunciation,201811081029-313400-25641_
the,0.9768,1318.972,1319.042,pronunciation,201811081029-313400-25641_
whole,1.0,1319.042,1319.192,pronunciation,201811081029-313400-25641_
town,0.7877,1319.192,1319.482,pronunciation,201811081029-313400-25641_
on,0.3309,1319.492,1319.642,pronunciation,201811081029-313400-25641_
fire,0.3203,1319.652,1320.122,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
They,1.0,1320.242,1320.592,pronunciation,201811081029-313400-25641_
still,0.8298,1320.712,1320.872,pronunciation,201811081029-313400-25641_
want,0.7265,1320.872,1321.072,pronunciation,201811081029-313400-25641_
to,0.9449,1321.152,1321.212,pronunciation,201811081029-313400-25641_
go,1.0,1321.222,1321.572,pronunciation,201811081029-313400-25641_
up,0.9493,1321.572,1321.722,pronunciation,201811081029-313400-25641_
twenty,0.9777,1441.434,1441.764,pronunciation,201811081029-313400-25641_
nine,0.9777,1441.764,1442.014,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
One,1.0,1442.014,1442.144,pronunciation,201811081029-313400-25641_
hundred,1.0,1442.144,1442.364,pronunciation,201811081029-313400-25641_
when,0.9978,1442.364,1442.454,pronunciation,201811081029-313400-25641_
you,0.9996,1442.454,1442.574,pronunciation,201811081029-313400-25641_
get,0.9276,1442.574,1442.774,pronunciation,201811081029-313400-25641_
here,0.9276,1442.774,1443.034,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Gonna,0.4128,1443.044,1443.194,pronunciation,201811081029-313400-25641_
have,1.0,1443.194,1443.374,pronunciation,201811081029-313400-25641_
you,0.8237,1443.384,1443.564,pronunciation,201811081029-313400-25641_
on,1.0,1443.564,1443.904,pronunciation,201811081029-313400-25641_
my,0.944,1444.374,1444.524,pronunciation,201811081029-313400-25641_
way,0.944,1444.524,1444.944,pronunciation,201811081029-313400-25641_
yourself,0.927,1445.774,1446.484,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Dominic,0.547,1447.484,1448.004,pronunciation,201811081029-313400-25641_
",",,nan,nan,punctuation,201811081029-313400-25641_
too,0.8495,1448.104,1448.554,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Divert,0.962,1449.134,1449.534,pronunciation,201811081029-313400-25641_
traffic,1.0,1449.544,1450.004,pronunciation,201811081029-313400-25641_
thirty,1.0,1509.729,1510.059,pronunciation,201811081029-313400-25641_
seven,1.0,1510.059,1510.479,pronunciation,201811081029-313400-25641_
When,0.625,1510.579,1510.779,pronunciation,201811081029-313400-25641_
I,0.645,1510.779,1510.919,pronunciation,201811081029-313400-25641_
once,0.6979,1510.919,1511.179,pronunciation,201811081029-313400-25641_
we,1.0,1511.309,1511.529,pronunciation,201811081029-313400-25641_
get,0.3501,1511.529,1511.719,pronunciation,201811081029-313400-25641_
additional,0.9727,1512.029,1512.459,pronunciation,201811081029-313400-25641_
assets,0.9716,1512.459,1512.799,pronunciation,201811081029-313400-25641_
",",,nan,nan,punctuation,201811081029-313400-25641_
will,0.7072,1512.809,1512.929,pronunciation,201811081029-313400-25641_
need,1.0,1512.929,1513.089,pronunciation,201811081029-313400-25641_
a,1.0,1513.089,1513.129,pronunciation,201811081029-313400-25641_
couple,1.0,1513.129,1513.389,pronunciation,201811081029-313400-25641_
more,0.8126,1513.399,1513.579,pronunciation,201811081029-313400-25641_
here,1.0,1513.579,1513.829,pronunciation,201811081029-313400-25641_
with,0.4185,1513.839,1514.069,pronunciation,201811081029-313400-25641_
conversation,0.9357,1514.079,1514.609,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
One,1.0,1552.809,1552.979,pronunciation,201811081029-313400-25641_
hundred,1.0,1552.979,1553.199,pronunciation,201811081029-313400-25641_
twenty,1.0,1553.199,1553.429,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
And,0.9756,1553.429,1553.539,pronunciation,201811081029-313400-25641_
it's,0.8055,1553.539,1553.629,pronunciation,201811081029-313400-25641_
completely,1.0,1553.629,1554.079,pronunciation,201811081029-313400-25641_
backed,0.9987,1554.079,1554.369,pronunciation,201811081029-313400-25641_
up,0.9977,1554.369,1554.479,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
I,0.9959,1555.759,1556.009,pronunciation,201811081029-313400-25641_
know,1.0,1556.019,1556.309,pronunciation,201811081029-313400-25641_
it,0.3132,1556.309,1556.369,pronunciation,201811081029-313400-25641_
now,0.4079,1556.369,1556.609,pronunciation,201811081029-313400-25641_
",",,nan,nan,punctuation,201811081029-313400-25641_
but,0.2763,1556.829,1556.949,pronunciation,201811081029-313400-25641_
if,0.9955,1557.029,1557.259,pronunciation,201811081029-313400-25641_
you,0.8968,1557.259,1557.379,pronunciation,201811081029-313400-25641_
feel,0.5152,1557.389,1557.499,pronunciation,201811081029-313400-25641_
like,0.9989,1557.499,1557.659,pronunciation,201811081029-313400-25641_
it,0.8536,1557.659,1557.799,pronunciation,201811081029-313400-25641_
",",,nan,nan,punctuation,201811081029-313400-25641_
Dominic,0.6048,1557.809,1558.249,pronunciation,201811081029-313400-25641_
",",,nan,nan,punctuation,201811081029-313400-25641_
cover,0.3153,1563.129,1563.489,pronunciation,201811081029-313400-25641_
if,0.2577,1564.669,1564.729,pronunciation,201811081029-313400-25641_
you,0.9552,1564.739,1564.889,pronunciation,201811081029-313400-25641_
want,0.7715,1564.889,1565.069,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Just,0.3121,1566.169,1566.349,pronunciation,201811081029-313400-25641_
work,0.9976,1566.359,1566.599,pronunciation,201811081029-313400-25641_
