text,speaker_start,speaker_end,speaker_length,speaker,sentence,word_confidence,avg_confidence,min_conf,feed,location,state,feed_name,department,INTPTLON,INTPTLAT,ID_PLACES,text_clean,contains_fire,contains_evac,start_time,end_time
"Hello . What are clear ? What's going on ? Closure . Knowing a lot of that . All right . KELLY-RIDGE the return of the one four five there . We're working on it with Wait , let me know . Thirty years coming early . You don't know . Or sixty nine ninety five for the north of the park . Wait for one . One for CONCOW Coordinating a pick up . ",178.69,187.36,8.670000000000016,spk_0,20.0,"[0.5407, nan, 0.9997, 0.995, 0.8639, nan, 0.4736, 0.9998, 0.952, nan, 0.9955, nan, 0.9836, 0.9776, 0.9776, 0.9324, 0.3691, nan, 0.5405, 0.6002, nan, 0.4103, 0.5465, 0.4716, 0.6819, 0.695, 0.989, 0.9157, 1.0, 0.9452, nan, 0.9391, 0.7546, 0.6098, 0.3673, 0.9277, 0.8704, nan, 1.0, 1.0, 0.9827, nan, 0.8841, 0.3921, 0.9446, 0.9895, nan, 0.9845, 0.9984, 0.3676, nan, 0.3684, 0.4151, 0.4457, 0.9959, 0.956, 0.9627, 0.9695, 0.9103, 0.2322, 0.3228, 0.5281, nan, 0.9245, 0.9534, 1.0, nan, 1.0, 0.9701, 0.9979, 0.3507, 0.4182, 0.8187, 0.8206, nan]",0.7742557377049181,0.2322,201811081042-434498-1929_,"['RIDGE', 'CONCOW']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.513493],[39.7703164],['CONCOW'],hello what are clear what s going on closure knowing a lot of that all right kelly ridge the return of the one four five there we re working on it with wait let me know thirty years coming early you don t know or sixty nine ninety five for the north of the park wait for one one for concow coordinating a pick up,0,0,2018-11-08 08:44:58-08:00,2018-11-08 08:45:07-08:00
One hundred seven twenty nine three seven . I have one ,982.57,984.27,1.6999999999999318,spk_4,19.0,"[1.0, 1.0, 0.9292, 0.9934, 0.9934, 0.9909, 0.704, nan, 0.823, 1.0, 1.0]",0.94339,0.704,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],one hundred seven twenty nine three seven i have one,0,0,2018-11-08 08:45:22-08:00,2018-11-08 08:45:24-08:00
Wait ! No PARADISE Tio I ,203.53,203.9,0.37000000000000455,spk_1,24.0,"[0.8813, nan, 0.4757, 0.9991, 0.4723, 0.3068]",0.62704,0.3068,201811081042-434498-1929_,['PARADISE'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.6064, -118.602213]","[39.7541919, 37.4828526]","['PARADISE', 'PARADISE']",wait no paradise tio i,0,0,2018-11-08 08:45:23-08:00,2018-11-08 08:45:23-08:00
What's going on ? ,1120.56,1121.89,1.3300000000001546,spk_5,76.0,"[0.0928, 0.8771, 0.1137, nan]",0.36119999999999997,0.0928,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],what s going on,0,0,2018-11-08 08:45:40-08:00,2018-11-08 08:45:41-08:00
twenty one five . FIRE County FIRE fellas . Carl PHRASE A new Spring Valley School intro to Highway seventy Camp camp operations for forty three forty one OROVILLE PHRASE you can't . You have covered forty pound PARADISE . All the resources committed to Kansas . Everyone comfy ? ,881.026,881.576,0.5500000000000682,spk_4,54.0,"[1.0, 1.0, 1.0, nan, 0.3716, 0.9238, 0.9725, 0.3867, nan, 0.2483, 0.8646, 1.0, 0.9986, 1.0, 1.0, 0.6537, 0.5771, 0.4198, 0.9938, 0.8431, 0.5456, 0.8999, 0.6638, 0.6078, 1.0, 0.9999, 1.0, 0.9924, 0.986, 0.6708, 0.9439, 0.4512, nan, 0.766, 1.0, 0.4108, 0.7837, 0.415, 0.9982, nan, 1.0, 1.0, 0.3869, 0.9866, 0.9134, 0.8593, nan, 0.995, 0.7914, nan]",0.8027545454545454,0.2483,201811081031-942894-22956_,"['PARADISE', 'OROVILLE']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.6064, -118.602213, -121.5600132]","[39.7541919, 37.4828526, 39.4954747]","['PARADISE', 'PARADISE', 'OROVILLE']",twenty one five fire county fire fellas carl phrase a new spring valley school intro to highway seventy camp camp operations for forty three forty one oroville phrase you can t you have covered forty pound paradise all the resources committed to kansas everyone comfy,1,0,2018-11-08 08:45:41-08:00,2018-11-08 08:45:41-08:00
don't know thirty four NORD That vision that way Of course . Down well nor comfort ,232.62,233.93,1.3100000000000023,spk_6,31.0,"[0.9069, 0.2871, 0.6736, 0.7312, 0.1942, 0.7552, 0.781, 0.7032, 0.8775, 0.718, 0.7494, nan, 0.8445, 0.9888, 0.6134, 0.3795]",0.6802333333333334,0.1942,201811081042-434498-1929_,['NORD'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.9549057],[39.7737878],['NORD'],don t know thirty four nord that vision that way of course down well nor comfort,0,0,2018-11-08 08:45:52-08:00,2018-11-08 08:45:53-08:00
ENGINE forty one . Public vehicles to Debbie Late KELLY-RIDGE . Very rude . ,1140.06,1140.35,0.2899999999999636,spk_1,81.0,"[0.9316, 1.0, 0.9966, nan, 0.9986, 0.8543, 0.5633, 0.3828, 0.5097, 0.4651, nan, 0.9729, 0.9136, nan]",0.7807727272727273,0.3828,201811081027-123435-24574_,['RIDGE'],CA,Oroville_Fire,FIRE,[],[],[],engine forty one public vehicles to debbie late kelly ridge very rude,0,0,2018-11-08 08:46:00-08:00,2018-11-08 08:46:00-08:00
"Stand by . EVACUATE morning , probably within a few hours . ",953.696,954.046,0.35000000000002274,spk_0,58.0,"[0.4604, 0.465, nan, 0.9973, 0.3907, nan, 1.0, 0.9985, 0.9963, 1.0, 0.9957, nan]",0.8115444444444444,0.3907,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],stand by evacuate morning probably within a few hours,0,1,2018-11-08 08:46:53-08:00,2018-11-08 08:46:54-08:00
Probably within a few hours . Wait ! The greatest order I would get going with an order is Give me a boundary . Everything Rose Order ! ,297.853,298.383,0.5299999999999727,spk_1,40.0,"[1.0, 0.9998, 0.9997, 1.0, 0.9982, nan, 0.5155, nan, 0.388, 0.5988, 0.9625, 0.8584, 0.7526, 0.9769, 1.0, 0.8126, 0.4116, 0.9971, 0.4674, 0.3943, 0.4142, 0.4501, 0.9058, nan, 0.9983, 0.7548, 0.9922, nan]",0.7770333333333334,0.388,201811081042-434498-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],probably within a few hours wait the greatest order i would get going with an order is give me a boundary everything rose order,0,0,2018-11-08 08:46:57-08:00,2018-11-08 08:46:58-08:00
They don't want to wait NORD ! ,327.833,329.583,1.75,spk_5,43.0,"[0.3652, 0.6411, 0.5525, 0.3363, 0.8209, 0.9955, nan]",0.6185833333333334,0.3363,201811081042-434498-1929_,['NORD'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.9549057],[39.7737878],['NORD'],they don t want to wait nord,0,0,2018-11-08 08:47:27-08:00,2018-11-08 08:47:29-08:00
"Second way ! Believe it ! Bart , follow me ",338.613,343.363,4.75,spk_1,45.0,"[1.0, 0.9739, nan, 0.9246, 0.7519, nan, 0.131, nan, 0.4641, 0.686]",0.7045,0.131,201811081042-434498-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],second way believe it bart follow me,0,0,2018-11-08 08:47:38-08:00,2018-11-08 08:47:43-08:00
"Okay , Yeah , it's coming . It's coming up . FIRE NORD ",1240.9,1241.67,0.7699999999999818,spk_4,88.0,"[0.3595, nan, 1.0, nan, 0.4158, 0.4492, nan, 0.4379, 1.0, 0.9998, nan, 0.9452, 0.9441]",0.7279444444444444,0.3595,201811081027-123435-24574_,['NORD'],CA,Oroville_Fire,FIRE,[-121.9549057],[39.7737878],['NORD'],okay yeah it s coming it s coming up fire nord,1,0,2018-11-08 08:47:40-08:00,2018-11-08 08:47:41-08:00
hundred coming years . That infection . ,1128.445,1128.755,0.3100000000001728,spk_8,20.0,"[1.0, 0.9926, 0.3849, nan, 0.8317, 0.9483, nan]",0.8314999999999999,0.3849,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],hundred coming years that infection,0,0,2018-11-08 08:47:48-08:00,2018-11-08 08:47:48-08:00
Start there ! ,1260.18,1261.13,0.9500000000000455,spk_1,91.0,"[0.2733, 0.8065, nan]",0.5399,0.2733,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],start there,0,0,2018-11-08 08:48:00-08:00,2018-11-08 08:48:01-08:00
OROVILLE under nine one forty six . ,1031.068,1031.388,0.31999999999993634,spk_6,60.0,"[0.79, 0.6403, 0.4757, 0.588, 1.0, 0.9968, nan]",0.7484666666666667,0.4757,201811081031-942894-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],oroville under nine one forty six,0,0,2018-11-08 08:48:11-08:00,2018-11-08 08:48:11-08:00
Do you want ? ,1033.858,1034.338,0.4800000000000182,spk_0,61.0,"[0.279, 0.8066, 0.8839, nan]",0.6565,0.279,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],do you want,0,0,2018-11-08 08:48:13-08:00,2018-11-08 08:48:14-08:00
Weighs ,1034.348,1035.818,1.4700000000000273,spk_6,62.0,[0.5859],0.5859,0.5859,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],weighs,0,0,2018-11-08 08:48:14-08:00,2018-11-08 08:48:15-08:00
BERRY-CREEK information I got Meryl . EVACUATE NORD pounds over weight thirty four Over and ,375.183,375.463,0.28000000000002956,spk_5,50.0,"[0.9494, 1.0, 0.9781, 1.0, 0.2168, nan, 0.9666, 0.8012, 0.3741, 0.9997, 0.3628, 0.977, 0.6936, 1.0, 0.3791]",0.7641714285714285,0.2168,201811081042-434498-1929_,"['BERRY CREEK', 'NORD']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.4053968, -121.9549057]","[39.6315367, 39.7737878]","['BERRY CREEK', 'NORD']",berry creek information i got meryl evacuate nord pounds over weight thirty four over and,0,1,2018-11-08 08:48:15-08:00,2018-11-08 08:48:15-08:00
FIRE to find a way . ,1284.9,1285.62,0.7199999999997999,spk_4,94.0,"[0.5451, 0.6418, 0.9107, 0.7501, 0.9732, nan]",0.7641799999999999,0.5451,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],fire to find a way,1,0,2018-11-08 08:48:24-08:00,2018-11-08 08:48:25-08:00
Can you hear me ? ,1306.61,1306.8,0.19000000000005457,spk_0,98.0,"[0.6581, 0.7261, 0.7308, 0.2418, nan]",0.5892,0.2418,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],can you hear me,0,0,2018-11-08 08:48:46-08:00,2018-11-08 08:48:46-08:00
out . Coordinate with the unis Went south Flower where ? They're out on the evacuation . BERRY-CREEK FIRE Mobile Over ,419.802,420.002,0.19999999999998863,spk_1,56.0,"[0.3803, nan, 0.9289, 1.0, 0.9669, 0.8616, 1.0, 1.0, 0.3591, 0.526, nan, 0.3853, 0.1992, 0.8214, 0.4274, 0.482, nan, 0.4347, 0.9983, 0.8609, 0.9829]",0.7008277777777779,0.1992,201811081042-434498-1929_,['BERRY CREEK'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.4053968],[39.6315367],['BERRY CREEK'],out coordinate with the unis went south flower where they re out on the evacuation berry creek fire mobile over,1,1,2018-11-08 08:48:59-08:00,2018-11-08 08:49:00-08:00
thirty area on the bike path between first and mangrove down . Rosa . Nothing found direction . Otherwise unable to locate Wei have is on the bike path close to the bridge and subject was not moving but appears to be breathing . I have no further information and no number that called ,1120.654,1121.224,0.5699999999999363,spk_0,68.0,"[0.9957, 0.9989, 0.9982, 0.9966, 1.0, 0.9663, 1.0, 1.0, 0.9427, 0.7572, 0.98, nan, 0.5175, nan, 0.9969, 0.9989, 0.5971, nan, 1.0, 1.0, 1.0, 1.0, 0.4333, 0.9981, 1.0, 0.9929, 0.9959, 0.9864, 0.9116, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8818, 1.0, 1.0, 1.0, 0.9938, 0.9697, 1.0, 1.0, 0.8472, nan, 0.9951, 0.9951, 1.0, 1.0, 1.0, 0.9935, 0.7741, 0.9909, 0.4115, 0.4495]",0.9273279999999998,0.4115,201811081031-942894-22956_,['RIDGE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],thirty area on the bike path between first and mangrove down rosa nothing found direction otherwise unable to locate wei have is on the bike path close to the bridge and subject was not moving but appears to be breathing i have no further information and no number that called,0,0,2018-11-08 08:49:40-08:00,2018-11-08 08:49:41-08:00
PHRASE Wage war on the planet ,1362.08,1362.3,0.22000000000002728,spk_4,104.0,"[0.588, 0.2628, 0.4532, 0.1686, 0.1723, 0.1786]",0.3039166666666667,0.1686,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],phrase wage war on the planet,0,0,2018-11-08 08:49:42-08:00,2018-11-08 08:49:42-08:00
get ,1135.244,1136.304,1.0600000000001728,spk_6,71.0,[0.4282],0.4282,0.4282,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],get,0,0,2018-11-08 08:49:55-08:00,2018-11-08 08:49:56-08:00
that you're having ,1135.064,1135.234,0.16999999999984539,spk_1,70.0,"[0.9019, 0.8577, 0.7276]",0.8290666666666667,0.7276,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],that you re having,0,0,2018-11-08 08:49:55-08:00,2018-11-08 08:49:55-08:00
the medics available available for the night . ,1143.164,1143.474,0.30999999999994543,spk_1,73.0,"[0.289, 0.7505, 1.0, 0.707, 0.9989, 0.9741, 0.9874, nan]",0.8152714285714285,0.289,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],the medics available available for the night,0,0,2018-11-08 08:50:03-08:00,2018-11-08 08:50:03-08:00
Don't ,1146.354,1146.564,0.21000000000003638,spk_0,74.0,[0.681],0.681,0.681,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],don t,0,0,2018-11-08 08:50:06-08:00,2018-11-08 08:50:06-08:00
"here ! Medic One for two . CONCOW won one for CONCOW . I've got a mandatory evacuation order four , five , eleven And all the way from MAGALIA Everything there get it open for the road lane out of PARADISE without traffic ",501.482,503.232,1.75,spk_5,69.0,"[0.9809, nan, 0.1577, 0.9833, 0.7189, 0.8066, nan, 0.905, 0.4235, 0.853, 0.8984, 0.9373, nan, 0.4496, 0.9434, 0.9573, 1.0, 0.9948, 0.7813, 0.2596, nan, 0.944, nan, 1.0, 1.0, 1.0, 1.0, 0.9976, 0.2162, 0.8418, 0.9544, 0.1649, 0.8846, 0.331, 0.8543, 0.5461, 1.0, 0.6705, 0.3451, 1.0, 1.0, 0.9668, 0.5314, 1.0]",0.7769051282051281,0.1577,201811081042-434498-1929_,"['PARADISE', 'MAGALIA', 'CONCOW']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.6064, -118.602213, -121.60782, -121.513493]","[39.7541919, 37.4828526, 39.8186978, 39.7703164]","['PARADISE', 'PARADISE', 'MAGALIA', 'CONCOW']",here medic one for two concow won one for concow i ve got a mandatory evacuation order four five eleven and all the way from magalia everything there get it open for the road lane out of paradise without traffic,0,1,2018-11-08 08:50:21-08:00,2018-11-08 08:50:23-08:00
locked up on the way . All the way through ,503.232,503.682,0.44999999999998863,spk_1,70.0,"[0.987, 0.9963, 1.0, 0.5804, 0.7959, nan, 0.9917, 0.9169, 0.9163, 0.8708]",0.8950333333333332,0.5804,201811081042-434498-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],locked up on the way all the way through,0,0,2018-11-08 08:50:23-08:00,2018-11-08 08:50:23-08:00
"Do you want the ways of the area on the bike path to becoming a person ? BANGOR Palabras . Nothing . Directions Otherwise unable to locate . The only thing we have is on the bike path close to the bridge . And this effect was not moving but appear to be breathing . I have no further information and no number . The call back . And when I say I can copy , we have four inundated with my woman calls from this guy . Are you available from Alberta Available for the night . ",1302.672,1303.002,0.32999999999992724,spk_4,32.0,"[0.3652, 0.6602, 0.6489, 0.1503, 0.48, 0.1897, 0.5177, 0.9901, 0.9984, 0.9927, 0.9242, 0.7823, 0.4707, 1.0, 0.4811, 0.5799, nan, 1.0, 0.3255, nan, 0.996, nan, 0.9311, 1.0, 0.6485, 0.9998, 0.9882, nan, 0.9997, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9973, 0.9981, 0.9223, 0.5177, 0.9997, 1.0, 0.9903, 1.0, nan, 0.9966, 0.4224, 0.6553, 1.0, 1.0, 1.0, 0.9971, 0.8261, 1.0, 1.0, 1.0, nan, 0.9975, 0.9975, 1.0, 1.0, 1.0, 1.0, 0.738, 0.9956, nan, 0.5609, 0.444, 0.5039, nan, 0.9995, 0.9558, 0.9975, 0.4906, 0.6945, 0.654, 0.9943, nan, 1.0, 1.0, 0.4677, 0.9982, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9982, 1.0, nan, 1.0, 1.0, 1.0, 0.9969, 0.4268, 1.0, 0.9578, 0.9301, 0.9395, nan]",0.8526655172413793,0.1503,201811081029-313400-25641_,"['RIDGE', 'BANGOR']",CA,Chico_Police_Dispatch,POLICE,[-121.4116537],[39.3760873],['BANGOR'],do you want the ways of the area on the bike path to becoming a person bangor palabras nothing directions otherwise unable to locate the only thing we have is on the bike path close to the bridge and this effect was not moving but appear to be breathing i have no further information and no number the call back and when i say i can copy we have four inundated with my woman calls from this guy are you available from alberta available for the night,0,0,2018-11-08 08:50:42-08:00,2018-11-08 08:50:43-08:00
"CHICO Highway . Are we diverting a different direction , Teo ? ",1317.652,1321.722,4.069999999999936,spk_0,35.0,"[0.9825, 0.5069, nan, 0.7296, 0.4188, 0.9706, 0.9813, 1.0, 0.649, nan, 0.7032, nan]",0.7713222222222222,0.4188,201811081029-313400-25641_,['CHICO'],CA,Chico_Police_Dispatch,POLICE,[-121.8183895],[39.7554055],['CHICO'],chico highway are we diverting a different direction teo,0,0,2018-11-08 08:50:57-08:00,2018-11-08 08:51:01-08:00
"DURHAM . Can your old donations back ? Twenty six , twenty seven , twenty eight . Wasting your shortly in in in its name . Three , two like that . ",1439.03,1445.61,6.579999999999927,spk_5,116.0,"[0.3705, nan, 0.5143, 0.9348, 0.992, 0.2542, 0.9023, nan, 1.0, 1.0, nan, 1.0, 1.0, nan, 1.0, 0.9999, nan, 0.4727, 0.1209, 0.9999, 0.7258, 0.671, 0.437, 0.4074, 0.857, nan, 1.0, nan, 0.4017, 0.9952, 0.9931, nan]",0.7520708333333334,0.1209,201811081027-123435-24574_,['DURHAM'],CA,Oroville_Fire,FIRE,[-121.7907705],[39.6293576],['DURHAM'],durham can your old donations back twenty six twenty seven twenty eight wasting your shortly in in in its name three two like that,0,0,2018-11-08 08:50:59-08:00,2018-11-08 08:51:05-08:00
PHRASE . Five . ,1202.114,1202.874,0.7599999999999909,spk_4,76.0,"[0.9472, nan, 0.9033, nan]",0.92525,0.9033,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],phrase five,0,0,2018-11-08 08:51:02-08:00,2018-11-08 08:51:02-08:00
"Twenty six , twenty seven , twenty eight . It also has one GRIDLEY responding and sort of fifteen . Like ",1233.324,1233.454,0.12999999999988177,spk_0,83.0,"[1.0, 0.9769, nan, 1.0, 1.0, nan, 1.0, 1.0, nan, 0.2469, 1.0, 0.146, 0.5449, 0.9623, 0.8285, 0.5177, 0.4978, 0.4812, 0.9727, nan, 0.9688]",0.7731588235294118,0.146,201811081031-942894-22956_,['GRIDLEY'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.6970846],[39.3621693],['GRIDLEY'],twenty six twenty seven twenty eight it also has one gridley responding and sort of fifteen like,0,0,2018-11-08 08:51:33-08:00,2018-11-08 08:51:33-08:00
They actually have the whole town on fire . They still want to go up ,1441.434,1444.944,3.509999999999991,spk_4,36.0,"[1.0, 0.9895, 0.9692, 0.9768, 1.0, 0.7877, 0.3309, 0.3203, nan, 1.0, 0.8298, 0.7265, 0.9449, 1.0, 0.9493]",0.8446357142857143,0.3203,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],they actually have the whole town on fire they still want to go up,1,0,2018-11-08 08:53:01-08:00,2018-11-08 08:53:04-08:00
Wait . Double park for Park Road . ,1581.602,1582.472,0.8699999999998909,spk_1,131.0,"[0.7494, nan, 0.3613, 0.3532, 0.7014, 0.7477, 0.8854, nan]",0.6330666666666667,0.3532,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],wait double park for park road,0,0,2018-11-08 08:53:21-08:00,2018-11-08 08:53:22-08:00
"PARADISE Way have a heart closure proved that warning Upper Honey , there's only one way he'LL go for more than just three of the four Hey , run ! Lower down ! Part five four three Park Road Wait five four , three Park road Wait ! We're still working on that way . Haven't gotten or or FIRE NORD OROVILLE going traveling BANGOR A separate unit device somewhere . EVACUATE it . Go again for the retirement Home delivery EVACUATE Rude working Go back You don't find gold Liggio NORD So I'm stuck here on the barrel right now There's no work people NORD ",757.569,757.599,0.030000000000086402,spk_6,99.0,"[0.9923, 0.687, 0.9988, 0.9793, 0.7503, 0.8474, 0.2262, 0.7923, 0.9892, 0.9819, 0.9999, nan, 0.8111, 0.8111, 0.8174, 0.9579, 0.8638, 0.9998, 0.8625, 1.0, 0.9021, 0.7392, 1.0, 1.0, 1.0, 1.0, 0.9284, nan, 0.9877, nan, 0.9997, 0.8119, nan, 0.7505, 1.0, 0.8887, 1.0, 0.9761, 0.9952, 0.9281, 0.9998, 0.9955, nan, 0.9955, 0.4308, 0.6894, 0.7869, nan, 0.9992, 1.0, 1.0, 1.0, 1.0, 0.9926, nan, 0.9998, 0.6148, 0.9823, 0.9793, 0.9793, 0.5561, 0.9262, 0.7895, 0.2335, 0.1475, 0.3186, 0.6961, 0.8792, 0.2681, 0.7128, nan, 0.8134, 0.5012, nan, 0.5549, 0.7614, 0.9447, 0.3028, 0.7579, 0.99, 0.8858, 0.9636, 0.3432, 0.2391, 0.5457, 0.9056, 0.6279, 0.9773, 0.9775, 0.4376, 0.374, 0.9077, 0.9946, 1.0, 0.9855, 1.0, 1.0, 0.99, 0.9988, 1.0, 1.0, 0.9964, 0.9865, 0.9729, 1.0, 0.9991]",0.8348835051546392,0.1475,201811081042-434498-1929_,"['PARADISE', 'OROVILLE', 'BANGOR', 'NORD']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.6064, -118.602213, -121.5600132, -121.4116537, -121.9549057]","[39.7541919, 37.4828526, 39.4954747, 39.3760873, 39.7737878]","['PARADISE', 'PARADISE', 'OROVILLE', 'BANGOR', 'NORD']",paradise way have a heart closure proved that warning upper honey there s only one way he ll go for more than just three of the four hey run lower down part five four three park road wait five four three park road wait we re still working on that way haven t gotten or or fire nord oroville going traveling bangor a separate unit device somewhere evacuate it go again for the retirement home delivery evacuate rude working go back you don t find gold liggio nord so i m stuck here on the barrel right now there s no work people nord,1,1,2018-11-08 08:54:37-08:00,2018-11-08 08:54:37-08:00
I think we're going with Wake up that way So waking up ,775.129,775.659,0.5299999999999727,spk_1,105.0,"[0.4251, 0.5456, 0.8481, 0.6977, 0.5617, 0.5592, 0.5592, 0.6168, 0.8859, 0.7846, 0.9536, 0.9953]",0.7027333333333333,0.4251,201811081042-434498-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],i think we re going with wake up that way so waking up,0,0,2018-11-08 08:54:55-08:00,2018-11-08 08:54:55-08:00
Pretty ,1455.752,1457.472,1.7200000000000273,spk_0,94.0,[1.0],1.0,1.0,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],pretty,0,0,2018-11-08 08:55:15-08:00,2018-11-08 08:55:17-08:00
"that . Mobile home park . Five four three , six Part Road fifty two , if you want Utilities four four FIRE . Norman OROVILLE Medical . A straight road PHRASE Medic seventy . ",1455.462,1455.742,0.2799999999999727,spk_1,93.0,"[0.9345, nan, 1.0, 1.0, 0.971, nan, 0.995, 0.997, 1.0, nan, 0.9973, 0.4204, 0.4511, 0.6913, 0.5573, nan, 0.8537, 0.9981, 0.9761, 0.9235, 0.9757, 0.3797, 0.9499, nan, 0.9822, 0.9845, 0.3872, nan, 0.386, 0.901, 0.778, 0.4694, 0.7417, 0.8601, nan]",0.8057749999999999,0.3797,201811081031-942894-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],that mobile home park five four three six part road fifty two if you want utilities four four fire norman oroville medical a straight road phrase medic seventy,1,0,2018-11-08 08:55:15-08:00,2018-11-08 08:55:15-08:00
